2016-12-23 02:06:55,Inne,22.3,18
2016-12-23 02:07:55,Inne,22.3,18
2016-12-23 02:08:55,Inne,22.3,18
2016-12-23 02:09:55,Inne,22.3,18
2016-12-23 02:09:58,Inne,22.4,18
2016-12-23 02:10:54,Inne,22.3,18
2016-12-23 02:11:54,Inne,22.3,18
2016-12-23 02:11:59,Inne,22.4,18
2016-12-23 02:12:54,Inne,22.4,18
2016-12-23 02:13:54,Inne,22.3,18
2016-12-23 02:14:54,Inne,22.3,18
2016-12-23 02:15:54,Inne,22.3,18
2016-12-23 02:16:54,Inne,22.3,18
2016-12-23 02:17:53,Inne,22.3,18
2016-12-23 02:20:00,Inne,22.3,18
2016-12-23 02:21:00,Inne,22.3,18
2016-12-23 02:22:00,Inne,22.3,18
2016-12-23 02:23:00,Inne,22.3,18
2016-12-23 02:24:00,Inne,22.4,18
2016-12-23 02:25:00,Inne,22.3,18
2016-12-23 02:25:59,Inne,22.4,18
2016-12-23 02:26:59,Inne,22.4,18
2016-12-23 02:27:59,Inne,22.3,18
2016-12-23 02:28:59,Inne,22.3,18
2016-12-23 02:29:59,Inne,22.3,18
2016-12-23 02:30:59,Inne,22.3,18
2016-12-23 02:31:59,Inne,22.3,18
2016-12-23 02:32:58,Inne,22.4,18
2016-12-23 02:33:58,Inne,22.4,18
2016-12-23 02:34:47,Ute,6.6,72
2016-12-23 02:34:58,Inne,22.3,18
2016-12-23 02:35:47,Ute,6.6,72
2016-12-23 02:35:58,Inne,22.4,18
2016-12-23 02:36:58,Inne,22.4,18
2016-12-23 02:37:49,Ute,6.6,72
2016-12-23 02:37:58,Inne,22.4,18
2016-12-23 02:38:58,Inne,22.4,18
2016-12-23 02:39:57,Inne,22.4,18
2016-12-23 02:40:57,Inne,22.4,18
2016-12-23 02:41:57,Inne,22.4,18
2016-12-23 02:42:57,Inne,22.4,18
2016-12-23 02:43:57,Inne,22.4,18
2016-12-23 02:44:57,Inne,22.4,18
2016-12-23 02:45:57,Inne,22.4,18
2016-12-23 02:46:56,Inne,22.4,18
2016-12-23 02:47:43,Ute,6.7,72
2016-12-23 02:47:56,Inne,22.4,18
2016-12-23 02:48:56,Inne,22.4,18
2016-12-23 02:53:03,Ute,6.6,72
2016-12-23 02:54:44,Ute,6.7,72
2016-12-23 02:59:46,Inne,22.4,18
2016-12-23 03:02:18,Ute,6.6,72
2016-12-23 03:02:20,Ute,6.6,72
2016-12-23 03:02:21,Ute,6.6,72
2016-12-23 03:02:22,Inne,22.4,18
2016-12-23 03:02:23,Inne,22.4,18
2016-12-23 03:02:24,Ute,6.6,72
2016-12-23 03:02:27,Ute,6.6,72
2016-12-23 03:02:29,Ute,6.6,72
2016-12-23 03:02:29,Inne,22.4,18
2016-12-23 03:02:32,Ute,6.6,72
2016-12-23 03:02:34,Inne,22.4,18
2016-12-23 03:02:54,Inne,22.4,18
2016-12-23 03:03:42,Ute,6.6,72
2016-12-23 03:03:54,Inne,22.4,18
2016-12-23 03:04:54,Inne,22.4,18
2016-12-23 03:05:54,Inne,22.4,18
2016-12-23 03:06:54,Inne,22.4,18
2016-12-23 03:07:54,Inne,22.4,18
2016-12-23 03:08:53,Inne,22.4,18
2016-12-23 03:09:53,Inne,22.4,18
2016-12-23 03:10:53,Inne,22.4,18
2016-12-23 03:11:53,Inne,22.4,18
2016-12-23 03:12:53,Inne,22.4,18
2016-12-23 03:13:53,Inne,22.4,18
2016-12-23 03:14:53,Inne,22.4,18
2016-12-23 03:15:52,Inne,22.4,18
2016-12-23 03:16:52,Inne,22.4,18
2016-12-23 03:19:02,Ute,6.5,73
2016-12-23 03:19:06,Inne,22.4,18
2016-12-23 03:19:08,Ute,6.5,73
2016-12-23 03:19:10,Inne,22.4,18
2016-12-23 03:19:52,Inne,22.4,18
2016-12-23 03:20:52,Inne,22.4,18
2016-12-23 03:22:09,Ute,6.5,73
2016-12-23 03:22:11,Inne,22.4,18
2016-12-23 03:22:51,Inne,22.4,18
2016-12-23 03:23:51,Inne,22.4,18
2016-12-23 03:24:40,Ute,6.5,73
2016-12-23 03:24:51,Inne,22.4,18
2016-12-23 03:25:51,Inne,22.4,18
2016-12-23 03:26:51,Inne,22.4,18
2016-12-23 03:27:37,Ute,6.5,73
2016-12-23 03:27:51,Inne,22.4,18
2016-12-23 03:28:51,Inne,22.4,18
2016-12-23 03:29:50,Inne,22.4,18
2016-12-23 03:30:50,Inne,22.4,18
2016-12-23 03:31:50,Inne,22.4,18
2016-12-23 03:32:50,Inne,22.4,17
2016-12-23 03:34:50,Inne,22.4,17
2016-12-23 03:35:50,Inne,22.4,17
2016-12-23 03:36:49,Inne,22.4,17
2016-12-23 03:37:49,Inne,22.4,17
2016-12-23 03:38:49,Inne,22.4,17
2016-12-23 03:39:35,Ute,6.6,73
2016-12-23 03:39:49,Inne,22.4,17
2016-12-23 03:40:49,Inne,22.4,17
2016-12-23 03:41:49,Inne,22.4,17
2016-12-23 03:42:49,Inne,22.4,18
2016-12-23 03:43:48,Inne,22.4,17
2016-12-23 03:44:48,Inne,22.4,17
2016-12-23 03:45:48,Inne,22.4,17
2016-12-23 03:46:48,Inne,22.4,17
2016-12-23 03:47:48,Inne,22.4,17
2016-12-23 03:48:48,Inne,22.4,18
